         35172065 function calls (35169339 primitive calls) in 23.064 CPU seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:757(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:203(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:191(GLfloatArray)
        1    0.000    0.000    0.000    0.000 converters.py:50(PyConverter)
        1    0.000    0.000    0.000    0.000 extras.py:1485(mr_class)
        1    0.000    0.000    0.000    0.000 error.py:154(GLUError)
        1    0.000    0.000    0.000    0.000 core.py:5926(_minimum_operation)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 zipfile.py:23(LargeZipFile)
        1    0.000    0.000    0.000    0.000 extras.py:1419(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 converters.py:127(CallFuncPyConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:278(c_wchar)
        1    0.000    0.000    0.000    0.000 constants.py:141(_cl_event)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:233(GLuintArray)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:248(GLenumArray)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 lazywrapper.py:5(_LazyWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:196(GLdoubleArray)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1737(ImpLoader)
        1    0.000    0.000    0.000    0.000 shutil.py:37(ExecError)
        3    0.000    0.000    0.000    0.000 core.py:784(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 constant.py:51(FloatConstant)
        2    0.000    0.000    0.000    0.000 {method 'find_module' of 'imp.NullImporter' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:30(GLUquadric)
        1    0.000    0.000    0.000    0.000 case.py:21(SkipTest)
        1    0.000    0.000    0.000    0.000 __init__.py:1344(RootLogger)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:200(VersionConflict)
        1    0.000    0.000    0.000    0.000 utils.py:1588(IgnoreException)
        1    0.000    0.000    0.000    0.000 core.py:2255(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2635(_unspecified)
        1    0.000    0.000    0.000    0.000 __init__.py:36(GLUtesselator)
        1    0.000    0.000    0.000    0.000 threading.py:749(_set_daemon)
        1    0.000    0.000    0.000    0.000 core.py:5770(__array_finalize__)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1877(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 core.py:5938(_maximum_operation)


